Name,wikidata,Wikipedia_URL,Wikidata_URL,Wikidata_Q
Archdeacon Boniface,Y,https://en.wikipedia.org/wiki/Boniface_Consiliarius,http://www.wikidata.org/entity/Q16199785,Q16199785
Baldhild,Y,https://en.wikipedia.org/wiki/Balthild_of_Chelles,http://www.wikidata.org/entity/Q237750,Q237750
Aldgisl,Y,https://en.wikipedia.org/wiki/Aldgisl,http://www.wikidata.org/entity/Q20692,Q20692
Pope John VI,Y,https://en.wikipedia.org/wiki/Pope_John_VI,http://www.wikidata.org/entity/Q199487,Q199487
Michael,Y,https://en.wikipedia.org/wiki/Michael_(archangel),https://www.wikidata.org/wiki/Q45581,Q45581
Cuthbald,N,,,
Maban,N,,,
Successors of Roman missionaries,U,,,
Nechtan,Y,https://en.wikipedia.org/wiki/Nechtan_mac_Der-Ilei,http://www.wikidata.org/entity/Q2665455,Q2665455
Mark,Y,https://en.wikipedia.org/wiki/Mark_the_Evangelist,http://www.wikidata.org/entity/Q31966,Q31966
Eusebius,Y,https://en.wikipedia.org/wiki/Eusebius,https://www.wikidata.org/wiki/Q142999,Q142999
Theophilus,Y,https://en.wikipedia.org/wiki/Pope_Theophilus_of_Alexandria,https://www.wikidata.org/wiki/Q365941,Q365941
Dionysius Exiguus,Y,https://en.wikipedia.org/wiki/Dionysius_Exiguus,https://www.wikidata.org/wiki/Q274091,Q274091
Simon Magus,Y,https://en.wikipedia.org/wiki/Simon_Magus,http://www.wikidata.org/entity/Q294795,Q294795
Cenred of Northumbria,Y,https://en.wikipedia.org/wiki/Coenred_of_Northumbria,http://www.wikidata.org/entity/Q889974,Q889974
Dunchad,Y,https://en.wikipedia.org/wiki/D%C3%BAnchad_mac_Cinn_F%C3%A1elad,http://www.wikidata.org/entity/Q4411568,Q4411568
Ethelberht II,Y,https://en.wikipedia.org/wiki/%C3%86thelbert_II_of_Kent,http://www.wikidata.org/entity/Q272171,Q272171
Eadberht of Kent,Y,https://en.wikipedia.org/wiki/Eadbert_I_of_Kent,http://www.wikidata.org/entity/Q887678,Q887678
Alric,Y,https://en.wikipedia.org/wiki/Alric_of_Kent,http://www.wikidata.org/entity/Q706398,Q706398
Ealdwulf of Rochester,Y,https://en.wikipedia.org/wiki/Aldwulf_of_Rochester,http://www.wikidata.org/entity/Q4714031,Q4714031
Tatwine,Y,https://en.wikipedia.org/wiki/Tatwine,https://www.wikidata.org/wiki/Q1290853,Q1290853
Ingwold,Y,https://en.wikipedia.org/wiki/Ingwald,http://www.wikidata.org/entity/Q6033569,Q6033569
Ealdwine of Lichfield,Y,https://en.wikipedia.org/wiki/Aldwine,http://www.wikidata.org/entity/Q16146055,Q16146055
Ealdberht,Y,https://en.wikipedia.org/wiki/Ealdbeorht_I,https://www.wikidata.org/wiki/Q5325448,Q5325448
Hathulac,Y,https://en.wikipedia.org/wiki/Headulacus,http://www.wikidata.org/entity/Q5690084,Q5690084
Wealhstod,Y,https://en.wikipedia.org/wiki/Walhstod,https://www.wikidata.org/wiki/Q7961907,Q7961907
Wilfrid of the Hwicce,Y,https://en.wikipedia.org/wiki/Wilfrith_I_(bishop_of_Worcester),https://www.wikidata.org/wiki/Q8002042,Q8002042
Ethelbald,Y,https://en.wikipedia.org/wiki/%C3%86thelbald_of_Mercia,https://www.wikidata.org/wiki/Q272148,Q272148
Ida,Y,https://en.wikipedia.org/wiki/Ida_of_Bernicia,https://www.wikidata.org/wiki/Q437743,Q437743
Mercian nobles,U,,,
Berhtred,N,,,
Berhtfrith,N,,,
Felix the Confessor,Y,https://en.wikipedia.org/wiki/Felix_of_Nola,https://www.wikidata.org/wiki/Q3742239,Q3742239
Paulinus of Nola,Y,https://en.wikipedia.org/wiki/Paulinus_of_Nola,https://www.wikidata.org/wiki/Q132473,Q132473
Anastasius,Y,https://en.wikipedia.org/wiki/Anastasius_of_Antioch_(martyr),https://www.wikidata.org/wiki/Q4751941,Q4751941
Hwaetberht,Y,https://en.wikipedia.org/wiki/Hwaetberht,https://www.wikidata.org/wiki/Q5951839,Q5951839
